VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
SimpleFlight	1739253949080	-1.81682	-3.68223	-5.46728	0.999855	0.0167624	0.0028648	0.000536499	img_SimpleFlight__0_1739253993666570000.png
SimpleFlight	1739253949341	-1.54024	-3.13711	-5.47418	0.996507	-0.0718703	0.0425004	0.00144024	img_SimpleFlight__0_1739253993927906600.png
SimpleFlight	1739253949608	-1.30812	-2.66009	-5.50014	0.99999	-0.00195324	0.00307366	0.00267465	img_SimpleFlight__0_1739253994193647200.png
SimpleFlight	1739253949875	-1.08259	-2.19253	-5.4319	0.999242	0.0350566	-0.0168507	0.00160692	img_SimpleFlight__0_1739253994460576700.png
SimpleFlight	1739253950136	-0.841583	-1.69294	-5.40344	0.999722	0.0212126	-0.0103225	0.000164404	img_SimpleFlight__0_1739253994723286200.png
SimpleFlight	1739253950403	-0.590278	-1.1734	-5.39754	0.996206	-0.0782353	0.0381234	0.000360121	img_SimpleFlight__0_1739253994990339600.png
SimpleFlight	1739253950670	-0.383576	-0.74668	-5.42337	0.999967	0.00620259	-0.00465476	0.00259185	img_SimpleFlight__0_1739253995257031300.png
SimpleFlight	1739253950940	-0.173823	-0.31886	-5.41181	0.998631	0.0456516	-0.0254258	0.00226403	img_SimpleFlight__0_1739253995526449600.png
SimpleFlight	1739253951207	0.0666484	0.162544	-5.41274	0.999272	0.0328967	-0.0193197	0.000856364	img_SimpleFlight__0_1739253995792344800.png
SimpleFlight	1739253951471	0.327524	0.676118	-5.40279	0.998385	-0.0513928	0.0242256	5.30226e-05	img_SimpleFlight__0_1739253996058163300.png
SimpleFlight	1739253951744	0.5664	1.14057	-5.45349	0.999305	-0.0330699	0.0171324	0.00145328	img_SimpleFlight__0_1739253996330195600.png
SimpleFlight	1739253952008	0.776762	1.54935	-5.43145	0.998918	0.0414359	-0.0209821	0.0023629	img_SimpleFlight__0_1739253996594405800.png
SimpleFlight	1739253952275	1.01479	2.01256	-5.43123	0.999087	0.0382553	-0.0189979	0.0012353	img_SimpleFlight__0_1739253996860591200.png
SimpleFlight	1739253952542	1.27684	2.52355	-5.41971	0.999667	-0.0229979	0.0117385	0.000344642	img_SimpleFlight__0_1739253997127786600.png
SimpleFlight	1739253952812	1.52204	3.00268	-5.46376	0.995667	-0.0823576	0.0431729	0.00117044	img_SimpleFlight__0_1739253997398553900.png
SimpleFlight	1739253953079	1.73065	3.40976	-5.44905	0.999216	0.0341408	-0.0198666	0.002576	img_SimpleFlight__0_1739253997664625700.png
SimpleFlight	1739253953343	1.95895	3.84894	-5.44685	0.998978	0.0389834	-0.0228383	0.00142685	img_SimpleFlight__0_1739253997930706700.png
SimpleFlight	1739253953613	2.22192	4.34725	-5.43654	0.999992	0.0015609	-0.0037257	0.000275728	img_SimpleFlight__0_1739253998200120800.png
SimpleFlight	1739253953880	2.47421	4.81869	-5.46715	0.995629	-0.0823642	0.0440337	0.000684676	img_SimpleFlight__0_1739253998467464700.png
SimpleFlight	1739253954150	2.6801	5.20053	-5.47821	0.999659	0.0192706	-0.0173467	0.00296588	img_SimpleFlight__0_1739253998736390500.png
SimpleFlight	1739253954414	2.89719	5.58711	-5.47869	0.99815	0.0492822	-0.0355144	0.00249762	img_SimpleFlight__0_1739253999000003200.png
SimpleFlight	1739253954687	3.17031	6.05321	-5.48888	0.998847	0.0382629	-0.0289584	0.00129554	img_SimpleFlight__0_1739253999273765800.png
SimpleFlight	1739253954957	3.48022	6.56564	-5.48482	0.99982	0.0124113	-0.0143504	0.000495501	img_SimpleFlight__0_1739253999544172400.png
SimpleFlight	1739253955225	3.80186	7.08086	-5.4866	0.996964	-0.0675543	0.0387306	-0.000347559	img_SimpleFlight__0_1739253999810661300.png
SimpleFlight	1739253955495	4.07882	7.51364	-5.54045	0.99945	-0.0312094	0.0110007	0.00219053	img_SimpleFlight__0_1739254000082427300.png
SimpleFlight	1739253955762	4.33873	7.90317	-5.42376	0.998931	0.0269272	-0.0374188	0.00349705	img_SimpleFlight__0_1739254000348812400.png
SimpleFlight	1739253956029	4.65213	8.32772	-5.39283	0.999108	0.0213922	-0.03639	0.00100712	img_SimpleFlight__0_1739254000615645300.png
SimpleFlight	1739253956293	5.00776	8.771	-5.36355	0.998516	-0.0476188	0.0263823	-0.00152971	img_SimpleFlight__0_1739254000880167800.png
SimpleFlight	1739253956566	5.3421	9.16394	-5.40873	0.994749	-0.0785995	0.0655475	0.000373936	img_SimpleFlight__0_1739254001152578500.png
SimpleFlight	1739253956833	5.59285	9.44789	-5.42404	0.998711	-0.02314	-0.0445541	0.00742304	img_SimpleFlight__0_1739254001420843100.png
SimpleFlight	1739253957097	5.88863	9.68818	-5.45034	0.996618	-0.00616811	-0.0818633	0.00359704	img_SimpleFlight__0_1739254001684905000.png
SimpleFlight	1739253957364	6.29735	9.91928	-5.48569	0.997721	-0.0181779	-0.0648904	-0.00348509	img_SimpleFlight__0_1739254001950114700.png
SimpleFlight	1739253957631	6.79098	10.1234	-5.49998	0.998662	-0.0474105	-0.0197746	-0.00589195	img_SimpleFlight__0_1739254002218300200.png
SimpleFlight	1739253957898	7.29861	10.2552	-5.5227	0.993861	-0.0748568	0.0812394	-0.00614431	img_SimpleFlight__0_1739254002485588300.png
SimpleFlight	1739253958171	7.71588	10.294	-5.567	0.995438	-0.0703517	0.0644447	0.000387471	img_SimpleFlight__0_1739254002760108200.png
SimpleFlight	1739253958444	8.05839	10.2431	-5.46824	0.992547	-0.120742	0.0136558	0.00927895	img_SimpleFlight__0_1739254003031783600.png
SimpleFlight	1739253958711	8.36487	9.98925	-5.50926	0.993852	-0.108303	0.0228904	0.00208215	img_SimpleFlight__0_1739254003300516800.png
SimpleFlight	1739253958978	8.63972	9.60727	-5.46514	0.996281	-0.0744981	0.0432126	-0.00259357	img_SimpleFlight__0_1739254003567264700.png
SimpleFlight	1739253959251	8.84974	9.09544	-5.50264	0.996789	-0.0211414	0.0771937	-0.00226521	img_SimpleFlight__0_1739254003838372700.png
SimpleFlight	1739253959518	8.94613	8.57749	-5.49808	0.993789	0.0729131	0.0836659	-0.00819692	img_SimpleFlight__0_1739254004106786600.png
SimpleFlight	1739253959788	8.92319	8.14345	-5.51484	0.999804	-0.0049114	-0.0156109	-0.0111179	img_SimpleFlight__0_1739254004376687000.png
SimpleFlight	1739253960055	8.91169	7.72264	-5.47188	0.997447	-0.055263	-0.0451812	-0.00216066	img_SimpleFlight__0_1739254004643821700.png
SimpleFlight	1739253960331	8.9696	7.20674	-5.49049	0.997978	-0.0416663	-0.0479657	0.00189143	img_SimpleFlight__0_1739254004918930300.png
SimpleFlight	1739253960598	9.0932	6.65205	-5.50038	0.99882	-0.00792378	-0.0479104	0.000798303	img_SimpleFlight__0_1739254005186129900.png
SimpleFlight	1739253960868	9.28439	6.08954	-5.49189	0.996405	0.0777548	-0.0334983	0.00304578	img_SimpleFlight__0_1739254005456039900.png
SimpleFlight	1739253961138	9.52224	5.63907	-5.55545	0.998995	0.0374777	0.0226975	0.00940363	img_SimpleFlight__0_1739254005728077400.png
SimpleFlight	1739253961405	9.74032	5.23907	-5.43834	0.997967	-0.0570497	0.0282089	0.00327367	img_SimpleFlight__0_1739254005994846300.png
SimpleFlight	1739253961675	9.91261	4.74667	-5.44851	0.99778	-0.0559577	0.0360671	-0.0019007	img_SimpleFlight__0_1739254006263486400.png
SimpleFlight	1739253961942	10.0307	4.18399	-5.46654	0.998293	-0.027663	0.051418	-0.00157002	img_SimpleFlight__0_1739254006531203300.png
SimpleFlight	1739253962206	10.0736	3.59721	-5.49686	0.995831	0.0545845	0.0730048	-0.00333146	img_SimpleFlight__0_1739254006796581100.png
SimpleFlight	1739253962470	10.0225	3.08659	-5.5461	0.998325	0.0543266	0.0166111	-0.0109401	img_SimpleFlight__0_1739254007060710200.png
SimpleFlight	1739253962734	9.94228	2.63965	-5.52231	0.998783	-0.0473134	-0.0134301	-0.0037702	img_SimpleFlight__0_1739254007324501000.png
SimpleFlight	1739253962995	9.87722	2.15037	-5.44665	0.998357	-0.0533479	-0.0208305	0.00207614	img_SimpleFlight__0_1739254007585319600.png
SimpleFlight	1739253963271	9.84221	1.55061	-5.44693	0.999072	-0.034245	-0.026068	0.00166092	img_SimpleFlight__0_1739254007860386400.png
SimpleFlight	1739253963571	9.84948	0.848496	-5.44313	0.99905	0.0229893	-0.0370124	0.000502599	img_SimpleFlight__0_1739254008160440400.png
SimpleFlight	1739253963835	9.89659	0.281984	-5.49718	0.99423	0.10719	0.00297077	0.00278097	img_SimpleFlight__0_1739254008425793500.png
SimpleFlight	1739253964099	9.94482	-0.183163	-5.4984	0.999528	-0.0293837	0.00886341	0.00160526	img_SimpleFlight__0_1739254008690310200.png
SimpleFlight	1739253964363	9.98126	-0.67548	-5.49513	0.998594	-0.0520282	0.010136	-0.000399196	img_SimpleFlight__0_1739254008955278500.png
SimpleFlight	1739253964630	10.0038	-1.24078	-5.49714	0.999174	-0.0388886	0.011739	-0.000512834	img_SimpleFlight__0_1739254009219761500.png
SimpleFlight	1739253964891	10.01	-1.84188	-5.48995	0.999845	-0.00868314	0.0153359	-3.22113e-05	img_SimpleFlight__0_1739254009481054200.png
SimpleFlight	1739253965152	9.99554	-2.4426	-5.50039	0.995802	0.0910751	0.00907465	-0.00136266	img_SimpleFlight__0_1739254009742417100.png
SimpleFlight	1739253965413	9.96589	-2.93261	-5.56188	0.999709	0.0222429	0.00928629	-0.000768555	img_SimpleFlight__0_1739254010005198000.png
SimpleFlight	1739253965674	9.92751	-3.38483	-5.44761	0.998752	-0.0474379	0.0155788	0.00102709	img_SimpleFlight__0_1739254010264654800.png
SimpleFlight	1739253965935	9.86587	-3.90331	-5.42854	0.998851	-0.0456159	0.014627	0.00112946	img_SimpleFlight__0_1739254010525063400.png
SimpleFlight	1739253966190	9.78637	-4.46694	-5.42407	0.999602	-0.0250731	0.012959	0.000506197	img_SimpleFlight__0_1739254010781680200.png
SimpleFlight	1739253966451	9.68931	-5.0666	-5.42022	0.997344	0.0724566	-0.00742249	-0.000769826	img_SimpleFlight__0_1739254011043103100.png
SimpleFlight	1739253966712	9.59932	-5.57372	-5.49119	0.997211	0.0738173	-0.0110563	-5.74959e-05	img_SimpleFlight__0_1739254011303723300.png
SimpleFlight	1739253966976	9.51586	-6.01504	-5.47151	0.999097	-0.038942	0.0169114	0.00185123	img_SimpleFlight__0_1739254011569055700.png
SimpleFlight	1739253967234	9.41393	-6.48727	-5.4713	0.998831	-0.0444278	0.0190059	0.00120309	img_SimpleFlight__0_1739254011825916600.png
SimpleFlight	1739253967492	9.2881	-7.01248	-5.4653	0.999783	-0.0154317	0.0140083	0.000249435	img_SimpleFlight__0_1739254012083899300.png
SimpleFlight	1739253967747	9.14899	-7.53938	-5.46861	0.996811	0.0780131	-0.0167383	-0.000860494	img_SimpleFlight__0_1739254012338673000.png
SimpleFlight	1739253968008	9.02548	-7.98001	-5.52812	0.996933	0.0767479	-0.0153146	0.000562399	img_SimpleFlight__0_1739254012599005800.png
SimpleFlight	1739253968263	8.91125	-8.34413	-5.45182	0.998437	-0.0296318	0.0471792	0.00445524	img_SimpleFlight__0_1739254012854873100.png
SimpleFlight	1739253968515	8.73711	-8.73689	-5.43918	0.998029	-0.0343643	0.0524638	0.00217892	img_SimpleFlight__0_1739254013107990800.png
SimpleFlight	1739253968770	8.49535	-9.1743	-5.42926	0.999038	-0.00499298	0.0435668	-0.000369725	img_SimpleFlight__0_1739254013362653300.png
SimpleFlight	1739253969022	8.21114	-9.60373	-5.42263	0.997084	0.0690571	-0.0322915	-0.00333576	img_SimpleFlight__0_1739254013613696700.png
SimpleFlight	1739253969277	7.95724	-9.95213	-5.47074	0.994727	0.0840932	-0.0587048	-0.00110618	img_SimpleFlight__0_1739254013869443400.png
SimpleFlight	1739253969532	7.75946	-10.1938	-5.50936	0.994136	0.0894077	0.0599627	0.0102035	img_SimpleFlight__0_1739254014124196000.png
SimpleFlight	1739253969784	7.5167	-10.3299	-5.48515	0.992171	0.0877447	0.0888624	0.000518421	img_SimpleFlight__0_1739254014377386200.png
SimpleFlight	1739253970036	7.15628	-10.3465	-5.49598	0.993864	0.0852391	0.0692792	-0.0130217	img_SimpleFlight__0_1739254014627988000.png
SimpleFlight	1739253970288	6.72199	-10.2631	-5.47428	0.996587	0.0753494	0.0309165	-0.0134311	img_SimpleFlight__0_1739254014880659100.png
SimpleFlight	1739253970543	6.24057	-10.073	-5.50391	0.997529	0.0662219	-0.0226984	-0.00587401	img_SimpleFlight__0_1739254015136099300.png
SimpleFlight	1739253970801	5.79353	-9.80094	-5.50446	0.993231	0.024833	-0.113447	-0.00220723	img_SimpleFlight__0_1739254015393197400.png
SimpleFlight	1739253971059	5.47775	-9.49948	-5.54726	0.998882	-0.00370607	-0.0471163	-0.00104656	img_SimpleFlight__0_1739254015651145000.png
SimpleFlight	1739253971311	5.21912	-9.20408	-5.44256	0.99833	0.0554055	0.0160931	0.00275714	img_SimpleFlight__0_1739254015905632000.png
SimpleFlight	1739253971572	4.93224	-8.81888	-5.44393	0.998439	0.0524987	0.0190412	0.000138269	img_SimpleFlight__0_1739254016164059600.png
SimpleFlight	1739253971836	4.61857	-8.36076	-5.44121	0.999499	0.0314801	0.00248384	-0.00235557	img_SimpleFlight__0_1739254016430531000.png
SimpleFlight	1739253972097	4.31025	-7.87491	-5.43795	0.99728	-0.057924	-0.0454612	-0.00311867	img_SimpleFlight__0_1739254016689684900.png
SimpleFlight	1739253972358	4.06074	-7.45987	-5.49941	0.998285	-0.0485307	-0.0325979	-0.00296313	img_SimpleFlight__0_1739254016951404200.png
SimpleFlight	1739253972625	3.8383	-7.08573	-5.47838	0.998804	0.0409075	0.0266446	-0.00258696	img_SimpleFlight__0_1739254017218149700.png
SimpleFlight	1739253972892	3.5839	-6.66285	-5.4839	0.998652	0.0432972	0.0286246	-0.000990066	img_SimpleFlight__0_1739254017485677500.png
SimpleFlight	1739253973162	3.28831	-6.17794	-5.48111	0.999688	0.0201009	0.0148122	-0.000496244	img_SimpleFlight__0_1739254017755655900.png
SimpleFlight	1739253973432	2.97625	-5.67272	-5.47606	0.997591	-0.0597025	-0.0353171	-0.000217708	img_SimpleFlight__0_1739254018027304600.png
SimpleFlight	1739253973708	2.70942	-5.24591	-5.54994	0.99872	-0.0408221	-0.0298268	-0.00143203	img_SimpleFlight__0_1739254018303157100.png
SimpleFlight	1739253973990	2.4728	-4.85757	-5.529	0.998499	0.0510196	0.0197637	-0.00230332	img_SimpleFlight__0_1739254018585308600.png
SimpleFlight	1739253974266	2.22047	-4.41902	-5.43999	0.998361	0.0533175	0.0207419	-0.00152113	img_SimpleFlight__0_1739254018859317300.png
SimpleFlight	1739253974536	1.94126	-3.90615	-5.43636	0.999253	0.0370177	0.0110577	-0.00092559	img_SimpleFlight__0_1739254019131824500.png
SimpleFlight	1739253974809	1.64438	-3.33731	-5.42579	0.999945	0.00432942	-0.00955161	-0.000524014	img_SimpleFlight__0_1739254019402350900.png
SimpleFlight	1739253975079	1.37593	-2.79952	-5.47016	0.994458	-0.0930735	-0.0488507	-0.00203831	img_SimpleFlight__0_1739254019674368500.png
SimpleFlight	1739253975349	1.15318	-2.34459	-5.46652	0.999626	0.0247967	0.0111769	-0.00276331	img_SimpleFlight__0_1739254019943749500.png
SimpleFlight	1739253975622	0.917303	-1.86005	-5.4552	0.999234	0.035396	0.016654	-0.00106079	img_SimpleFlight__0_1739254020217439400.png
SimpleFlight	1739253975892	0.662674	-1.33601	-5.44156	0.999999	0.00113487	-0.000274855	7.16306e-05	img_SimpleFlight__0_1739254020486086000.png
SimpleFlight	1739253976159	0.42189	-0.83971	-5.47217	0.995384	-0.0861406	-0.042315	-0.000758545	img_SimpleFlight__0_1739254020755253200.png
SimpleFlight	1739253976435	0.211499	-0.406452	-5.46665	0.999394	0.0302402	0.0170518	-0.00252877	img_SimpleFlight__0_1739254021029240000.png
SimpleFlight	1739253976699	-0.00738999	0.0378165	-5.46305	0.998901	0.0409339	0.0227598	-0.00158703	img_SimpleFlight__0_1739254021295097900.png
SimpleFlight	1739253976966	-0.258123	0.538851	-5.45593	0.999844	0.0145479	0.0099629	-0.000420946	img_SimpleFlight__0_1739254021561388800.png
SimpleFlight	1739253977233	-0.5156	1.04545	-5.46415	0.996396	-0.0758216	-0.0380308	-0.000123307	img_SimpleFlight__0_1739254021829156000.png
SimpleFlight	1739253977500	-0.731618	1.46702	-5.48644	0.999921	0.0110694	0.00554703	-0.00203324	img_SimpleFlight__0_1739254022094703200.png
SimpleFlight	1739253977764	-0.946577	1.88597	-5.47494	0.998809	0.0433312	0.0223524	-0.00198507	img_SimpleFlight__0_1739254022359897000.png
SimpleFlight	1739253978028	-1.1894	2.35852	-5.47147	0.999543	0.0269593	0.0136263	-0.000869246	img_SimpleFlight__0_1739254022625191700.png
SimpleFlight	1739253978295	-1.44979	2.86493	-5.46304	0.997882	-0.0577754	-0.0298881	-0.000230582	img_SimpleFlight__0_1739254022891495700.png
SimpleFlight	1739253978565	-1.67443	3.30184	-5.51809	0.99863	-0.0463808	-0.0241882	-0.00133061	img_SimpleFlight__0_1739254023160712500.png
SimpleFlight	1739253978829	-1.86948	3.67842	-5.498	0.99863	0.0446054	0.0272139	-0.00265032	img_SimpleFlight__0_1739254023424362300.png
SimpleFlight	1739253979093	-2.09632	4.106	-5.48731	0.998297	0.0499976	0.0300144	-0.00172654	img_SimpleFlight__0_1739254023689328200.png
SimpleFlight	1739253979363	-2.3694	4.61092	-5.48217	0.999181	0.0343901	0.0213175	-0.00101745	img_SimpleFlight__0_1739254023960000400.png
SimpleFlight	1739253979627	-2.66502	5.14968	-5.47137	0.999932	0.00875466	0.00764909	-0.000432679	img_SimpleFlight__0_1739254024223274100.png
SimpleFlight	1739253979894	-2.96839	5.69442	-5.47976	0.996096	-0.0774993	-0.0422653	-0.000133923	img_SimpleFlight__0_1739254024489903500.png
SimpleFlight	1739253980158	-3.21631	6.13506	-5.53802	0.999635	-0.0253858	-0.00882967	-0.00261688	img_SimpleFlight__0_1739254024755170700.png
SimpleFlight	1739253980428	-3.45754	6.55114	-5.43935	0.99888	0.0343896	0.0323323	-0.00328747	img_SimpleFlight__0_1739254025025614500.png
SimpleFlight	1739253980695	-3.74249	7.00932	-5.43065	0.999028	0.0311555	0.0311591	-0.00106609	img_SimpleFlight__0_1739254025291403400.png
SimpleFlight	1739253980959	-4.06525	7.5016	-5.41817	0.999854	0.00380684	0.0166392	0.000255997	img_SimpleFlight__0_1739254025555101700.png
SimpleFlight	1739253981223	-4.39468	7.97893	-5.43928	0.995421	-0.0798367	-0.052567	0.000265184	img_SimpleFlight__0_1739254025821187100.png
SimpleFlight	1739253981493	-4.66231	8.3577	-5.49765	0.998961	-0.0428835	-0.0150769	-0.0033998	img_SimpleFlight__0_1739254026089656100.png
SimpleFlight	1739253981760	-4.91078	8.68081	-5.48049	0.998168	0.0252545	0.0547514	-0.00512042	img_SimpleFlight__0_1739254026355903300.png
SimpleFlight	1739253982021	-5.22262	9.02405	-5.49537	0.998294	0.0223873	0.0539092	-0.00135036	img_SimpleFlight__0_1739254026617529700.png
SimpleFlight	1739253982285	-5.60776	9.39845	-5.49784	0.99944	-0.00326052	0.0332717	0.001104	img_SimpleFlight__0_1739254026883025900.png
SimpleFlight	1739253982552	-6.03686	9.76577	-5.502	0.996868	-0.0710477	-0.0346285	0.00283291	img_SimpleFlight__0_1739254027150918200.png
SimpleFlight	1739253982825	-6.42214	10.0404	-5.54876	0.99371	-0.0727664	-0.0850519	0.00344566	img_SimpleFlight__0_1739254027421623600.png
SimpleFlight	1739253983092	-6.68883	10.2026	-5.55909	0.995294	-0.0953806	0.0155613	-0.00714712	img_SimpleFlight__0_1739254027690356800.png
SimpleFlight	1739253983359	-6.96739	10.2498	-5.48234	0.993142	-0.0985338	0.0627991	-0.00393228	img_SimpleFlight__0_1739254027956148200.png
SimpleFlight	1739253983623	-7.33541	10.1414	-5.48262	0.994926	-0.0871235	0.0495611	0.00872153	img_SimpleFlight__0_1739254028220475300.png
SimpleFlight	1739253983887	-7.76574	9.91475	-5.48853	0.997424	-0.0682387	0.0195482	0.0103413	img_SimpleFlight__0_1739254028486011100.png
SimpleFlight	1739253984154	-8.22728	9.5895	-5.4871	0.998379	-0.0524042	-0.0218591	0.0038884	img_SimpleFlight__0_1739254028752292600.png
SimpleFlight	1739253984418	-8.64366	9.20152	-5.4985	0.994762	0.00694649	-0.101967	0.00177864	img_SimpleFlight__0_1739254029015306100.png
SimpleFlight	1739253984685	-8.9322	8.81725	-5.56806	0.997493	0.0237134	-0.0666139	0.0028371	img_SimpleFlight__0_1739254029282176800.png
SimpleFlight	1739253984955	-9.14866	8.44972	-5.44201	0.99747	-0.0642187	-0.0302976	-0.00336843	img_SimpleFlight__0_1739254029552134900.png
SimpleFlight	1739253985216	-9.30648	7.99758	-5.44541	0.997707	-0.0614801	-0.0281794	-0.00256618	img_SimpleFlight__0_1739254029814979200.png
SimpleFlight	1739253985483	-9.42686	7.45172	-5.46044	0.998621	-0.0350851	-0.0390609	-0.00014451	img_SimpleFlight__0_1739254030082993500.png
SimpleFlight	1739253985753	-9.49103	6.85733	-5.47522	0.997232	0.04105	-0.0619049	0.00321489	img_SimpleFlight__0_1739254030352049100.png
SimpleFlight	1739253986023	-9.46566	6.33128	-5.55687	0.99779	0.064461	-0.012167	0.0105905	img_SimpleFlight__0_1739254030623267300.png
SimpleFlight	1739253986293	-9.41756	5.87149	-5.43739	0.998704	-0.0401649	0.0308167	0.00528921	img_SimpleFlight__0_1739254030891846700.png
SimpleFlight	1739253986569	-9.41894	5.34113	-5.41159	0.998266	-0.0429116	0.0402789	-0.00149386	img_SimpleFlight__0_1739254031167722700.png
SimpleFlight	1739253986839	-9.4802	4.76314	-5.40999	0.998777	-0.0116191	0.0480101	-0.00218889	img_SimpleFlight__0_1739254031438957700.png
SimpleFlight	1739253987112	-9.60639	4.17691	-5.42322	0.996242	0.0864599	-0.00277971	-0.00445981	img_SimpleFlight__0_1739254031711856400.png
SimpleFlight	1739253987382	-9.73886	3.70902	-5.46675	0.999845	0.00952868	-0.0145313	-0.00268229	img_SimpleFlight__0_1739254031981227700.png
SimpleFlight	1739253987646	-9.85004	3.27449	-5.45308	0.998346	-0.0565887	-0.0101754	0.000440374	img_SimpleFlight__0_1739254032243873700.png
SimpleFlight	1739253987913	-9.94684	2.76313	-5.46399	0.998546	-0.0523647	-0.0127185	0.00110528	img_SimpleFlight__0_1739254032511415800.png
SimpleFlight	1739253988171	-10.0233	2.20326	-5.46617	0.999356	-0.030291	-0.0192268	0.000185008	img_SimpleFlight__0_1739254032770300600.png
SimpleFlight	1739253988432	-10.0743	1.60293	-5.46226	0.99872	0.0426823	-0.0271155	0.00115358	img_SimpleFlight__0_1739254033031879700.png
SimpleFlight	1739253988699	-10.0917	1.05386	-5.52191	0.994846	0.101049	-0.00793468	0.00284788	img_SimpleFlight__0_1739254033298156000.png
SimpleFlight	1739253988963	-10.0954	0.591694	-5.50727	0.999207	-0.0386696	-0.00946798	4.45795e-05	img_SimpleFlight__0_1739254033561821300.png
SimpleFlight	1739253989221	-10.087	0.10243	-5.48187	0.998613	-0.0518344	-0.00912915	-0.00106165	img_SimpleFlight__0_1739254033819421900.png
SimpleFlight	1739253989476	-10.0665	-0.445647	-5.47584	0.999253	-0.0376809	-0.00858869	-0.000785604	img_SimpleFlight__0_1739254034075938000.png
SimpleFlight	1739253989737	-10.0343	-1.05249	-5.46375	0.999933	-0.00763843	-0.00874924	-2.33592e-05	img_SimpleFlight__0_1739254034336871900.png
SimpleFlight	1739253990016	-9.98856	-1.69166	-5.48213	0.995483	0.0948377	0.00422276	0.00105517	img_SimpleFlight__0_1739254034616010900.png
SimpleFlight	1739253990274	-9.94877	-2.16987	-5.52529	0.999951	0.00983449	-0.000538172	0.000310685	img_SimpleFlight__0_1739254034873684500.png
SimpleFlight	1739253990529	-9.90966	-2.62561	-5.48254	0.998684	-0.0509912	-0.00538891	-0.000588805	img_SimpleFlight__0_1739254035130932200.png
SimpleFlight	1739253990787	-9.86353	-3.13521	-5.46158	0.998916	-0.0463113	-0.00475836	-0.000594036	img_SimpleFlight__0_1739254035388475700.png
SimpleFlight	1739253991045	-9.81118	-3.70892	-5.45231	0.999685	-0.0249532	-0.00277172	-0.000227685	img_SimpleFlight__0_1739254035645009200.png
SimpleFlight	1739253991297	-9.75699	-4.29381	-5.44134	0.998061	0.0620027	0.00541531	5.69599e-05	img_SimpleFlight__0_1739254035897744200.png
SimpleFlight	1739253991555	-9.7083	-4.81277	-5.50654	0.99538	0.0956724	0.00803401	-0.000326367	img_SimpleFlight__0_1739254036155838400.png
SimpleFlight	1739253991813	-9.66262	-5.25487	-5.46586	0.999197	-0.0353432	-0.0187654	-0.00193801	img_SimpleFlight__0_1739254036413931400.png
SimpleFlight	1739253992065	-9.59477	-5.72401	-5.45759	0.998697	-0.0460698	-0.0219334	-0.00103113	img_SimpleFlight__0_1739254036665746700.png
SimpleFlight	1739253992317	-9.49989	-6.24653	-5.45194	0.999451	-0.0258386	-0.020732	-0.000211836	img_SimpleFlight__0_1739254036919021200.png
SimpleFlight	1739253992569	-9.38048	-6.79388	-5.44195	0.998124	0.0611067	0.00352181	0.00125262	img_SimpleFlight__0_1739254037170795200.png
SimpleFlight	1739253992827	-9.26031	-7.27784	-5.49963	0.994244	0.104363	0.0242155	0.000781393	img_SimpleFlight__0_1739254037429230700.png
SimpleFlight	1739253993079	-9.15899	-7.6576	-5.47537	0.999188	-0.0231851	-0.0327757	-0.00346629	img_SimpleFlight__0_1739254037680405100.png
SimpleFlight	1739253993328	-9.02094	-8.05364	-5.47072	0.998067	-0.0446053	-0.0431725	-0.00281628	img_SimpleFlight__0_1739254037929708900.png
SimpleFlight	1739253993586	-8.82328	-8.51736	-5.47582	0.998882	-0.0278309	-0.0382005	-0.000969974	img_SimpleFlight__0_1739254038186905000.png
SimpleFlight	1739253993835	-8.5869	-8.99552	-5.46835	0.999573	0.0175191	-0.0233606	0.000767545	img_SimpleFlight__0_1739254038437456900.png
SimpleFlight	1739253994087	-8.32887	-9.44679	-5.49461	0.995715	0.0834809	0.039694	0.00261954	img_SimpleFlight__0_1739254038687420200.png
SimpleFlight	1739253994342	-8.11395	-9.79724	-5.54789	0.993504	0.0976491	0.0584039	0.0017711	img_SimpleFlight__0_1739254038944788800.png
SimpleFlight	1739253994597	-7.94174	-10.0391	-5.52835	0.992829	0.0850108	-0.0834049	-0.0103234	img_SimpleFlight__0_1739254039197662600.png
SimpleFlight	1739253994849	-7.67646	-10.1726	-5.50117	0.993026	0.0722733	-0.093124	0.00199856	img_SimpleFlight__0_1739254039449794000.png
SimpleFlight	1739253995098	-7.2975	-10.2106	-5.47268	0.994958	0.0686683	-0.0719218	0.0130783	img_SimpleFlight__0_1739254039699515900.png
SimpleFlight	1739253995350	-6.82504	-10.1573	-5.48206	0.9972	0.0637539	-0.037377	0.0114417	img_SimpleFlight__0_1739254039953005000.png
SimpleFlight	1739253995602	-6.30602	-10.0223	-5.49455	0.997688	0.0673051	0.00825409	0.00443149	img_SimpleFlight__0_1739254040204065800.png
SimpleFlight	1739253995854	-5.80817	-9.81028	-5.49533	0.994424	0.0390248	0.0979437	0.00217649	img_SimpleFlight__0_1739254040457675000.png
SimpleFlight	1739253996109	-5.41906	-9.54925	-5.55107	0.997762	0.0028653	0.0667939	0.00149907	img_SimpleFlight__0_1739254040711005200.png
SimpleFlight	1739253996361	-5.10373	-9.28498	-5.45289	0.99776	0.0666136	0.00444439	-0.00425053	img_SimpleFlight__0_1739254040962352100.png
